Sentence	Slot
Die 8500 Zuschauern im Ostseestadion sahen eine äußerst schwache erste Halbzeit , die geprägt war von der Unsicherheit und Ungenauigkeit in den Aktionen beider Teams .	O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O
Weiter weg von Winterthur nimmt die Bedeutung aber ab .	O O O B-LOC O O O O O O
Klassischer Rollfilm ist der 120er Film , der mit einer Bildbreite von 60 mm für verschiedene Längenformate auch heute noch den Standard setzt für die professionelle Studio -Fotografie .	B-OTHderiv O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Bei Staaten und auch bei Institutionen steht dazu noch genügend Geld zur Verfügung , mit geheimen Diensten zu arbeiten , oder Sicherheitsfirmen zu beauftragen .	O O O O O O O O O O O O O O O O O O O O O O O O O
"Er sei für Platzeck als Vizekanzler und Außenminister , "" weil jemand , der ganz ernsthaft zu den potenziellen Kanzlerkandidaten zählt , jetzt Farbe bekennen muss und nicht in zwei oder drei Jahren "" , sagte er der Netzeitung ."	O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Deshalb war der Beschlussantrag abzulehnen .	O O O O O O
Zum Schutz vor der Vogelgrippe soll das Geflügel in Risikogebieten in Deutschland bis Ende Februar im Stall bleiben .Der Bundesrat stimmte dafür , die Stallpflicht über August hinaus zu verlängern .	O O O O O O O O O O O B-LOC O O O O O O O B-ORG O O O O O O O O O O O
Wer elektrisch fahren will , muss immer noch zu Exoten greifen .	O O O O O O O O O O O O
Der Autobahnanschluss Yverdon-Sud an der 1981 eröffneten A1 ( Lausanne-Yverdon ) ist rund 3 km vom Ortskern entfernt .	O O B-LOC O O O O B-LOC O B-LOC O O O O O O O O O
So ist auch die Kombination mehrerer Stripptürme zu einer mehrstufigen Anlage verbreitet , um eine gewünschte Reinigungsleistung zu erzielen .	O O O O O O O O O O O O O O O O O O O O
Als chancenreichster Austauschkandidat galt das Stahlunternehmen Salzgitter , das somit den Aufstieg in die erste Börsenliga verpasst .	O O O O O O B-ORG O O O O O O O O O O O
Das markanteste Merkmal der Bibliotheca Alexandrina ist das zum Meer hin geneigte scheibenförmige Glasdach mit 160 m Durchmesser .	O O O O B-ORG I-ORG O O O O O O O O O O O O O
Der Blazer ist einer der Klassiker , der in den Vordergrund rückt , sagt Elke Giese , Trendexpertin des Deutschen Modeinstituts in Berlin .	O O O O O B-OTHderiv O O O O O O O O B-PER I-PER O O O B-ORG I-ORG O B-LOC O
Schadenersatz nur bei Mobbing mit System Im verhandelten Fall fühlte sich eine Frau von ihrer Vorgesetzten gemobbt .	O O O O O O O O O O O O O O O O O O
« Der Abschluss ist zwar noch nicht fertig , jedoch sehe ich Licht am Ende des Tunnels » , zieht Graf Fazit .	O O O O O O O O O O O O O O O O O O O O B-PER O O
Nach einem feuchtfröhlichen Abend wachen sie am nächsten Tag gemeinsam in einem Bett auf .	O O O O O O O O O O O O O O O
Die russische Februarrevolution 1917 brachte der „ Schiemannschule “ und den ukrainischen Publizisten erheblichen Aufwind , weil ihre Pläne realer wurden , und sie versuchten mehr Einfluss auf die zivile und militärische Führung des Reiches zu gewinnen .	O B-LOCderiv B-OTH I-OTH O O O B-PERpart O O O B-LOCderiv O O O O O O O O O O O O O O O O O O O O O O O O O O
Der verschärfte Ton im Umgang mit Scargill ( und die entsprechenden Repliken ) treten ergänzend hinzu .	O O O O O O B-PER O O O O O O O O O O
Berlusconi ist ständig im Verdacht - ohne jemals rechtskräftig verurteilt worden zu sein : Mal mußte er sich wegen illegaler Parteienfinanzierung verantworten , mal wegen Bestechung , mal wegen Steuerhinterziehung .	B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Diesen Schluß legt eine neue Studie nahe , über die britische Forscher im Fachblatt "" The Lancet "" berichten ."	O O O O O O O O O O B-LOCderiv O O O O B-ORG I-ORG O O O
Zusätzlich können die Komponenten einer Probe miteinander wechselwirken , z.B. schwache Bindungen bilden .	O O O O O O O O O O O O O O
Das war ein perfekter Einstand von Metin Saribal , der nach einem halben Jahr beim Voßlocher SV als Coach zu den Elmshornern zurückklehrte .	O O O O O O B-PER I-PER O O O O O O O B-ORG I-ORG O O O O B-ORGderiv O O
Dabei ist es wichtig , ein anderes Passwort zu wählen .	O O O O O O O O O O O
Die freigelegten Mosaike wurden an ihrem Originalplatz belassen .	O O O O O O O O O
Auch in der zweiten abtrünnigen georgischen Region , Abchasien , spitzte sich die Lage zu .	O O O O O B-LOCderiv O O B-LOC O O O O O O O
Der Vogel hat kurze breite Flügel .	O O O O O O O
London 1966 Ein Beispiel dafür ist der Einzugsmarsch des Kaisers aus dem Buch der Lieder von Konfuzius .	B-LOC O O O O O O O O O O O O O O O B-PER O
Der Rugby-Weltmeister hat eine seiner schwersten Niederlagen erlitten .	O B-ORGderiv O O O O O O O
Im Verlauf dieser Unternehmungen mit der neuen Isabella IX lernt P. H. Killigrew seinen Vetter Arne von Manteuffel aus Kolberg kennen , der ihn ebenso wie der durch Anfeindungen aus England vertriebene Schiffbauer Ramsgate in die Karibik begleitet .	O O O O O O O B-PER I-PER O B-PER I-PER I-PER O O B-PER I-PER I-PER O B-LOC O O O O O O O O O O B-LOC O O B-PER O O B-LOC O O
An der Ostseite des Kirchenraumes befinden sich ein zweigeschossiger Kanzelaltar sowie der Taufstein und das Lesepult .	O O O O O O O O O O O O O O O O O
Aber er mahnt auch , daß die Konfrontation mit diesen Herausforderungen nicht in ausreichendem Maße ernstgenommen und angenommen wird .	O O O O O O O O O O O O O O O O O O O O
Der Sieger dieser Begegnung muss in der dritten Runde am kommenden Samstag gegen den Gewinner der Partie FV Rot-Weiß Weiler/TSV Tettnang antreten .	O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O
Hauptfiguren * Die Protragonistin Molly Moon ist zwölf jahre alt und im Waisenhaus von Briersville aufgewachsen .	O O O O B-PER I-PER O O O O O O O O B-LOC O O
Die einzelnen Spielarten grenzen sich gegeneinander weniger deutlich ab , als dies bei den Religionen der Fall ist .	O O O O O O O O O O O O O O O O O O O
Im Laufe der Show gelangen im mehrere Seitenhiebe gegen die sonst übliche Verfahrensweise von Autoren und Jon Stewarts selber ( ) .	O O O O O O O O O O O O O O O O B-PER I-PER O O O O
"Das Motiv des Wassers , Sees oder der Quelle wird häufig mit mythischen , weiblichen Urformen in Verbindung gebracht Nitze , W. A. "" The Fountain Defended . """	O O O O O O O O O O O O O O O O O O O B-PER I-PER I-PER I-PER O B-OTH I-OTH I-OTH O O
Der junge Mann schrie den Beamten aggressiv an .	O O O O O O O O O
Bis Niculescu eine Viertelstunde vor dem Ende wieder einmal freie Schussbahn hatte und Butt erneut keine Abwehrchance besaß .	O B-PER O O O O O O O O O O O B-PER O O O O O
Eine ähnliche Kirchenpolitik wie in Köln betrieb er auch in den anderen ihm unterstellten Gebieten und Diözesen .	O O O O O B-LOC O O O O O O O O O O O O
Im vergangenen Jahr hat er seinen Gesellenbrief gemacht und studiert nun im zweiten Semester Bauingenieurwesen in Biberach .	O O O O O O O O O O O O O O O O B-LOC O
Der Deutsche Gewerkschafts-Bund ( DGB ) und der Unternehmerverband Nord ( UV Nord ) hatten sich am Wochenende in einem Forderungskatalog an eine große Koalition dafür ausgesprochen , der Schaffung von Arbeitsplätzen absoluten Vorrang einzuräumen .	O B-ORG I-ORG O B-ORG O O O B-ORG I-ORG O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O
Reutemann war im Jahr 2003 überdies als Kandidat für das Amt des Staatspräsidenten im Gespräch , verzichtete aber letztlich auf eine Kandidatur .	B-PER O O O O O O O O O O O O O O O O O O O O O O
Zuletzt verlor er 2002 im Halbfinale gegen Nicolas Kiefer . beendet der Russe seine Laufbahn .	O O O O O O O B-PER I-PER O O O B-LOCderiv O O O
Güterwagen Die Güterwagen der PR wurden zunächst ebenfalls aus dem PMR-Bestand übernommen und waren relativ primitiv : lose gekuppelte Zweiachser ohne Bremse – wie auch im Vereinigten Königreich lange üblich .	O O O O B-ORG O O O O O B-ORGpart O O O O O O O O O O O O O O O B-LOC I-LOC O O O
Folgende , teilweise veränderbare , Kenngrößen sind maßgebend .	O O O O O O O O O
Vor 14 Monaten hatte niemand einen Pfifferling auf London gesetzt .	O O O O O O O O B-LOC O O
Im GA-Interview spricht er über neue Aufträge , die Krise im Schiffsbau und die Verhandlungen mit der Geschäftsführung .	O B-ORGpart O O O O O O O O O O O O O O O O O
Die Filme lassen sich auch ohne Einschränkungen brennen .	O O O O O O O O O
« Meine Brüder und Schwestern , ich will euch nur helfen . » Mit diesen Worten hat Behgjet Pacolli vor drei Jahren die politische Bühne Kosovos betreten .	O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O B-LOC O O
Die Bahngesellschaft beschaffte zum Frühjahr 1906 einen weiteren Triebwagen , sechs Doppelstockanhänger und einen Post- und Gepäckwagen .	O O O O O O O O O O O O O O O O O O
Die beiden jungen Männer waren auf einem nicht zugelassenen Mini-Motorrad mit Vollgas auf einer Kreuzung in einen Streifenwagen gerast .	O O O O O O O O O O O O O O O O O O O O
Die Gerichtsrechte übernahm die Stadt Zürich .	O O O O O B-LOC O
Daraufhin arbeitet er sich Historischen Forschungen zu zeitgeschichtlichen Themen und nahm Lehrtätigkeiten an verschiedenen Universitäten auf .	O O O O O O O O O O O O O O O O O
1914 war die Bildung des Barrow County .	O O O O O B-LOC I-LOC O
Markus Thorandt ( 4. ) brachte am Sonntag vor 8846 Zuschauern die Gäste mit einem Kopfballtor in Führung .	B-PER I-PER O O O O O O O O O O O O O O O O O
Schräg geknöpfte Jacken in Schwarz zu Reiterhosen und hochschaftigen Stiefeln , Pelzcapes mit Fellkragen zu fließenden Marlene-Hosen und superweiche Strickpullover mit hohem Fellkragen ergaben den Look einer selbstbewussten schönen Lady .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Während die SNCF seitdem nun für die Streckenbenutzung ein entsprechendes Entgelt an RFF zahlt , blieb die Staatsbahn weiterhin der Verkehrsdienstleister und für den kommerziellen Teil der Bahnhöfe zuständig .	O O B-ORG O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O
"Bandgeschichte Karen Orzolek ( Karen O ) und Nicholas "" Nick "" Zinner gründeten die Band 2000 als Folk-Duo unter dem ursprünglichen Namen Unitard ."	O B-PER I-PER O B-PER I-PER O O B-PER I-PER I-PER I-PER I-PER O O O O O O O O O O B-ORG O
Les Mamelles de Tirésias wurde 1944 fertig gestellt .	B-OTH I-OTH I-OTH I-OTH O O O O O
Der Track ist die Hymne der Antirassistischen Hardcore United-Party , die am 25. Juni 2005 im niederländischen Eindhoven stattfand .	O O O O O O O O O O O O O O O O B-LOCderiv B-LOC O O
"Die Spannungen auf dem Balkan nahmen immer weiter zu , denn das Osmanische Reich , "" der kranke Mann am Bosporus "" war zunehmend im Zerfallen begriffen ."	O O O O B-LOC O O O O O O O B-LOC I-LOC O O O O O O B-LOC O O O O O O O
Doch gleiches kann auch beim offenen Cabrio passieren .	O O O O O O O O O
Mit seiner warmherzigen Liebesgeschichte als auch hochwertigen Musik verkaufte es sich sehr erfolgreich .	O O O O O O O O O O O O O O
1971-1989 war sie mit der heutigen Hochschule für Technik und Wirtschaft des Saarlandes zur Fachhochschule des Saarlandes zusammengeschlossen .	O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG I-ORG O O
Geschichte Die Pietra von der Gemeinde Carpineti aus gesehen Auf dem Felsen wurden Artefakte und Keramikfragmente gefunden , die darauf schließen lassen , dass das Plateau schon früh von Menschen genutzt wurde .	O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O
Der rheinland-pfälzischen CDU droht laut Medienberichten wegen eines möglichen Verstoßes gegen das Parteiengesetz ein finanzielles Desaster .	O B-LOCderiv B-ORG O O O O O O O O O O O O O O
Neue Produkte der Unterhaltungselektronik haben der Branche entgegen der allgemeinen Konsumflaute ein kräftiges Umsatzplus beschert : Um mehr als zehn Prozent sind die Verkäufe in Deutschland im ersten Halbjahr gestiegen .	O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O
Zum einen soll sich der Name auf einen Jenaer Studenten beziehen , der Knickebein genannt wurde .	O O O O O O O O B-LOCderiv O O O O O O O O
Doch die Weltwirtschaftskrise änderte diese Richtung erneut .	O O O O O O O O
Trotzdem bleibt es bei dem Namen Gaia , um die Kontinuität in dem Projekt zu gewährleisten .	O O O O O O B-PER O O O O O O O O O O
Bei Leuten wie Lothar Kannenberg gibt es natürlich auch Überlebenstraining : Damit sollen Teamgeist und Rücksicht auf Schwächere eingeübt werden ; diese Herausforderungen zu meistern soll das Selbstbewusstsein der Jungs stärken .	O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O
Hierdurch konnten die beiden Schrankenanlagen abgeschafft werden , welche zu erheblichen Verkehrsbeeinträchtigungen geführt haben .	O O O O O O O O O O O O O O O
Somit bleibt das Rennen um Platz zwei spannend , da Hutthurm in Mauth mit 2:1 gewinnt und nur noch zwei Punkte hinter Vilshofen liegt .	O O O O O O O O O O B-LOC O B-LOC O O O O O O O O O B-LOC O O
"Während acht kleine vier- bis sechsjährige Tanzmäuse mit ihrem Tanz auf Pippi Langstrumpf den Auftakt machten , erfüllte sich die 71-jährige Magdalena Jeschka mit ihren Auftritt auf "" Bartender "" einen Kindheitstraum ."	O O O O O O O O O O O B-PER I-PER O O O O O O O O B-PER I-PER O O O O O B-OTH O O O O
Und zum anderen , dass Doc Wanda aus Melanies Körper entfernt und umbringt .	O O O O O B-PER B-PER O B-PER O O O O O
2007 erfolgte die Eröffnung des Schlossparkhotels Mariakirchen .	O O O O O B-ORG I-ORG O
Die Zahl der Hermeline schwankt und ist stark von den Anstiegen der Mäusepopulationen abhängig , die in den Jahren auftreten , in denen die Gräser , beispielsweise die Chionochloa-Arten Samen produzieren .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Ein Jahr danach ist in den Urkunden ein Flurstreit verzeichnet , der einen Vergleich mit der Nachbargemeinde Marienburg nach sich zog .	O O O O O O O O O O O O O O O O O B-LOC O O O O
Dies hat der Stadt den Beinamen Klein- Wuhan eingebracht .	O O O O O O B-LOC I-LOC O O
« Er tut mir schon manchmal leid , wie er hinten hilflos im Tor steht » , sagte Bierhoff nach dem 4:4 gegen Borussia Dortmund im TV-Sender Premiere .	O O O O O O O O O O O O O O O O O O B-PER O O O O B-ORG I-ORG O O B-ORG O
Die dunkel gehaltene Tracht deutet auf den ehemaligen Berufsstand der bäuerlichen Fuhrleute hin .	O O O O O O O O O O O O O O
Offiziell ist es keine Beerdigung erster Klasse geworden .	O O O O O O O O O
England dürfte ohne große Problem Gruppenerster werden . .	B-LOC O O O O O O O O
Sie wechselte auf ein Lehrerinnenkolleg , an dem sie 1903 ebenfalls zum ersten Absolventenjahrgang gehörte .	O O O O O O O O O O O O O O O O
Seine Anwälte haben daraufhin schriftlich weitergegeben , was den deutschen Fußball schockt : Die in der Öffentlichkeit erhobenen Anschuldigungen seien im Kern zutreffend .	O O O O O O O O O B-LOCderiv O O O O O O O O O O O O O O
Es folgte ein Besuch des humanistischen Gymnasiums in der Stadt mit den Schwerpunkten Latein und Griechisch sowie Philosophie .	O O O O O O O O O O O O O B-OTH O B-OTH O O O
Für diese Handelsreise war in Amsterdam eigens die Compagnie van Verre gegründet worden , die von Prinz Mauritz einen Freibrief erhalten hatten .	O O O O O B-LOC O O B-ORG I-ORG I-ORG O O O O O O B-PER O O O O O
Die archäologisch nachweisbaren Bauten wurden vermutlich 872 durch die Sarazenen zerstört .	O O O O O O O O O B-ORG O O
Max Sering , Die Verteilung des Grundbesitzes und die Abwanderung vom Land .	B-PER I-PER O O O O O O O O O O O
""" Wir freuen uns sehr darüber , die erste Imbissbude Deutschlands CO2-neutral zu stellen ."	O O O O O O O O O O B-LOC O O O O
Sein Kollege Niko Kovac , kroatischer Nationalspieler , reagierte heftig auf diese Kritik .	O O B-PER I-PER O B-LOCderiv O O O O O O O O
Das Posttürl befand sich beim Weyermühlturm und diente dem internen Warenverkehr .	O B-LOC O O O B-LOC O O O O O O
Als Urheber des Gitarrenriffs wird Pink Floyds Manager Peter Jenner genannt , der ein Lied summte , dessen Namen ihm nicht mehr einfiel ( allgemein wird vermutet , dass es sich um Loves Coverversion von My little red book gehandelt haben könnte ) .	O O O O O B-ORG I-ORG O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O B-ORG O O B-OTH I-OTH I-OTH I-OTH O O O O O
Falls es noch Fragen gibt , sind wir gerne bereit , unseren Beitrag zu leisten .	O O O O O O O O O O O O O O O O
Dies seien zum großen Teil Importe aus China , bei denen die elektrische Sicherheit nicht gewährleistet sei oder Inhaltsstoffe entdeckt würden , die in Deutschland längst verboten seien .	O O O O O O O B-LOC O O O O O O O O O O O O O O O O B-LOC O O O O
Der Zuschauer bleibt im Unklaren , ob Antonio einen Unschuldigen beschuldigt , oder nur dessen Schuld nicht nachweisen kann .	O O O O O O O B-PER O O O O O O O O O O O O
"Muwan ist ein "" looper "" ."	B-OTH O O O O O O
"Es erscheinen die drei Veröffentlichungen "" Rosinkawiese - alternatives Leben in den zwanziger Jahren "" , "" Fern von der Rosinkawiese "" und "" Geliebte Rosinkawiese "" in einem Band "" Rosinkawiese - damals und heute "" ."	O O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH I-OTH O O O B-OTH I-OTH I-OTH I-OTH O O O B-OTH I-OTH O O O O O B-OTH I-OTH I-OTH I-OTH I-OTH O O
Die beteiligten Lokale erhielten Schilder mit der Aufschrift „ Altstadt – das Herz von Bonn “ .	O O O O O O O O O O O O O O B-LOC O O
